Wall time,Step,Value
1703140226.6645873,147,0.22612819075584412
1703140238.2599938,148,0.22419606149196625
1703140249.5224283,149,0.22270604968070984
1703140260.9904466,150,0.22353368997573853
1703140272.4258912,151,0.22608667612075806
1703140283.9154117,152,0.22892877459526062
1703140295.482479,153,0.23113390803337097
1703140307.0437074,154,0.23257195949554443
1703140318.6034245,155,0.23354817926883698
1703140330.1959085,156,0.234422966837883
1703140341.773139,157,0.23540224134922028
1703140353.4231374,158,0.2365180253982544
1703140364.997731,159,0.23773522675037384
1703140376.586542,160,0.23903727531433105
1703140388.1943266,161,0.24040403962135315
1703140399.6950564,162,0.24183064699172974
1703140411.2586987,163,0.24332301318645477
1703140422.7906263,164,0.24489425122737885
1703140434.3807049,165,0.2465512901544571
1703140446.0169513,166,0.24828147888183594
1703140457.547091,167,0.250065416097641
1703140469.1536765,168,0.25189146399497986
1703140480.7777777,169,0.2537558674812317
1703140492.1980104,170,0.2556530833244324
1703140503.786026,171,0.2575720548629761
1703140515.3858104,172,0.25950199365615845
1703140527.0097976,173,0.2614328861236572
1703140538.5852494,174,0.2633573114871979
1703140550.223111,175,0.26526862382888794
1703140561.9426525,176,0.26715973019599915
1703140573.6762934,177,0.2690204381942749
1703140585.2093601,178,0.270844042301178
1703140596.9287355,179,0.27262866497039795
1703140608.4934585,180,0.27436965703964233
1703140620.0397282,181,0.2760567367076874
1703140631.7302992,182,0.2776908874511719
1703140643.1543005,183,0.2792656421661377
1703140654.8594751,184,0.28078579902648926
1703140666.4563637,185,0.28224608302116394
1703140678.0025413,186,0.2836458086967468
1703140689.5909097,187,0.28498712182044983
1703140701.09817,188,0.286281943321228
1703140712.5834172,189,0.28752511739730835
1703140724.2751577,190,0.2887100279331207
1703140735.6589978,191,0.2898425757884979
1703140747.1314993,192,0.29091525077819824
1703140758.5856493,193,0.2919449806213379
1703140769.9330637,194,0.2929452061653137
1703140781.4190104,195,0.29391157627105713
1703140792.9308906,196,0.29484131932258606
1703140804.4525654,197,0.2957369387149811
1703140815.9981384,198,0.29659438133239746
1703140827.4210413,199,0.297402560710907
1703140838.8948026,200,0.2981759011745453
